user_id,plan,calls_minutes,messages_sent,data_used_mb,total_cost,age,city,messages_included,mb_included,minutes_included,cost_monthly,price_per_gb,price_per_sms,price_per_min,extra_minutes,extra_messages,extra_data_mb
1000,ultimate,-1.2030167470178197,-0.6042054749386296,-1.6074057820829235,-1.1192583902915074,45,"Atlanta-Sandy Springs-Roswell, GA MSA",1000,30720,3000,70,7,0.01,0.01,-1.193040766066753,-0.8152575695999515,-2.0907112626102258
1001,surf,0.311524345056403,0.7233049916664432,0.3466772473566592,0.6065419308140236,28,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,0.8000460181471784,1.2950886215095798,0.5447223561873211
1002,surf,-0.11766455104587381,0.3282571445152703,-0.014088998279716157,-0.09806195161863705,36,"Las Vegas-Henderson-Paradise, NV MSA",50,15360,500,20,10,0.03,0.03,0.4003069630996229,0.7119006003439728,0.31660395241883554
1003,surf,0.050230265150879715,0.06913776668579075,-0.2221626556754973,-0.5468839709646894,52,"Tulsa, OK MSA",50,15360,500,20,10,0.03,0.03,0.5891891252526116,-0.8152575695999515,0.13638165510837286
1004,surf,0.5803649720640199,0.6508225230784185,0.6935279066680159,1.1701633577914987,40,"Seattle-Tacoma-Bellevue, WA MSA",50,15360,500,20,10,0.03,0.03,0.9753127422442006,1.207314553947659,0.7285559528385765
1005,surf,-0.40605397878972,-0.6042054749386296,-0.4601506000685752,-1.5844070955169536,31,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,-1.193040766066753,-0.8152575695999515,-0.3108994473577781
1006,ultimate,-1.5440717293678081,0.5864355621414058,-0.09984910172198518,-0.9014044270504975,73,"San Francisco-Oakland-Berkeley, CA MSA",1000,30720,3000,70,7,0.01,0.01,-1.193040766066753,-0.8152575695999515,-0.15244980380165835
1007,surf,0.549993513122304,0.8199327673867451,0.6500429423420111,1.1034152400249486,42,"Grand Rapids-Kentwood, MI MSA",50,15360,500,20,10,0.03,0.03,0.9567132128901957,1.4056712438164474,0.7064811781684532
1008,ultimate,0.24977431308700268,0.30685735255602853,0.1527569743816433,-0.19744603716394055,53,"Orlando-Kissimmee-Sanford, FL MSA",1000,30720,3000,70,7,0.01,0.01,-1.193040766066753,-0.8152575695999515,0.31487839435341347
1009,surf,1.0161648910955408,-1.7605902611184394,0.7876028130045369,1.3473899779628613,19,"San Jose-Sunnyvale-Santa Clara, CA MSA",50,15360,500,20,10,0.03,0.03,1.2233192748527557,-0.8152575695999515,0.7756544004046926
1010,surf,0.9272738850284808,-1.7605902611184394,0.6258728437466521,1.1030837752685696,52,"Dallas-Fort Worth-Arlington, TX MSA",50,15360,500,20,10,0.03,0.03,1.174863548094402,-0.8152575695999515,0.6941172879289813
1011,ultimate,0.6073558747016565,0.9938467333974641,0.604292047896606,0.6754897446344855,73,"Cleveland-Elyria, OH MSA",1000,30720,3000,70,7,0.01,0.01,-1.193040766066753,-0.8152575695999515,0.6493728974652896
1012,surf,-1.0847863197666012,-1.7605902611184394,-0.2464978486813385,-0.7032342590837848,59,"Chicago-Naperville-Elgin, IL-IN-WI MSA",50,15360,500,20,10,0.03,0.03,-1.193040766066753,-0.8152575695999515,0.10988506814648642
1013,ultimate,-0.886384173307765,-0.44211626236772283,-0.3766616192148223,-1.1192583902915074,50,"Knoxville, TN MSA",1000,30720,3000,70,7,0.01,0.01,-1.193040766066753,-0.8152575695999515,-2.0907112626102258
1014,surf,0.13186003961774972,0.24236441443587692,-0.7981742114110847,-1.5040294731475443,61,"New York-Newark-Jersey City, NY-NJ-PA MSA",50,15360,500,20,10,0.03,0.03,0.6619957473451109,0.5095163363242988,-2.0907112626102258
